wl,n
0.83852,6.79393
0.84010,6.80324
0.84168,6.81256
0.84327,6.82187
0.84485,6.83119
0.84643,6.84050
0.84802,6.84982
0.84960,6.85915
0.85118,6.86847
0.85277,6.87780
0.85435,6.88712
0.85593,6.89646
0.85752,6.90579
0.85910,6.91513
0.86068,6.92447
0.86226,6.93381
0.86385,6.94316
0.86543,6.95251
0.86701,6.96186
0.86860,6.97122
0.87018,6.98058
0.87176,6.98995
0.87335,6.99932
0.87493,7.00869
0.87651,7.01807
0.87810,7.02746
0.87968,7.03684
0.88126,7.04624
0.88285,7.05564
0.88443,7.06504
0.88601,7.07445
0.88760,7.08386
0.88918,7.09328
0.89076,7.10271
0.89234,7.11214
0.89393,7.12157
0.89551,7.13102
0.89709,7.14047
0.89868,7.14992
0.90026,7.15938
0.90184,7.16885
0.90343,7.17833
0.90501,7.18781
0.90659,7.19730
0.90818,7.20680
0.90976,7.21630
0.91134,7.22581
0.91293,7.23533
0.91451,7.24485
0.91609,7.25439
0.91768,7.26393
0.91926,7.27348
0.92084,7.28303
0.92242,7.29260
0.92401,7.30217
0.92559,7.31175
0.92717,7.32134
0.92876,7.33094
0.93034,7.34055
0.93192,7.35016
0.93351,7.35979
0.93509,7.36942
0.93667,7.37906
0.93826,7.38871
0.93984,7.39838
0.94142,7.40805
0.94301,7.41773
0.94459,7.42742
0.94617,7.43712
0.94776,7.44683
0.94934,7.45655
0.95092,7.46627
0.95251,7.47601
0.95409,7.48576
0.95567,7.49552
0.95725,7.50530
0.95884,7.51508
0.96042,7.52487
0.96200,7.53467
0.96359,7.54449
0.96517,7.55431
0.96675,7.56415
0.96834,7.57399
0.96992,7.58385
0.97150,7.59372
0.97309,7.60360
0.97467,7.61349
0.97625,7.62340
0.97784,7.63332
0.97942,7.64324
0.98100,7.65318
0.98259,7.66313
0.98417,7.67310
0.98575,7.68307
0.98733,7.69306
0.98892,7.70306
0.99050,7.71308
0.99208,7.72310
0.99367,7.73314
0.99525,7.74319
0.99683,7.75325
0.99842,7.76332
1.00000,7.77341
1.00301,7.79260
1.00601,7.81183
1.00902,7.83111
1.01202,7.85043
1.01503,7.86979
1.01804,7.88919
1.02104,7.90864
1.02405,7.92813
1.02705,7.94765
1.03006,7.96722
1.03307,7.98683
1.03607,8.00647
1.03908,8.02615
1.04208,8.04587
1.04509,8.06562
1.04810,8.08540
1.05110,8.10522
1.05411,8.12507
1.05711,8.14496
1.06012,8.16487
1.06313,8.18482
1.06613,8.20479
1.06914,8.22480
1.07214,8.24483
1.07515,8.26489
1.07816,8.28497
1.08116,8.30508
1.08417,8.32522
1.08717,8.34538
1.09018,8.36557
1.09319,8.38577
1.09619,8.40600
1.09920,8.42626
1.10220,8.44653
1.10521,8.46682
1.10822,8.48713
1.11122,8.50746
1.11423,8.52781
1.11723,8.54818
1.12024,8.56856
1.12325,8.58896
1.12625,8.60937
1.12926,8.62980
1.13226,8.65025
1.13527,8.67070
1.13828,8.69117
1.14128,8.71166
1.14429,8.73215
1.14729,8.75266
1.15030,8.77317
1.15331,8.79370
1.15631,8.81423
1.15932,8.83477
1.16232,8.85532
1.16533,8.87588
1.16834,8.89645
1.17134,8.91702
1.17435,8.93760
1.17735,8.95818
1.18036,8.97877
1.18337,8.99936
1.18637,9.01996
1.18938,9.04055
1.19238,9.06116
1.19539,9.08176
1.19840,9.10236
1.20140,9.12297
1.20441,9.14357
1.20741,9.16418
1.21042,9.18478
1.21343,9.20539
1.21643,9.22599
1.21944,9.24659
1.22244,9.26718
1.22545,9.28778
1.22846,9.30837
1.23146,9.32895
1.23447,9.34953
1.23747,9.37011
1.24048,9.39068
1.24349,9.41125
1.24649,9.43180
1.24950,9.45236
1.25251,9.47290
1.25551,9.49344
1.25852,9.51396
1.26152,9.53448
1.26453,9.55499
1.26754,9.57549
1.27054,9.59598
1.27355,9.61646
1.27655,9.63693
1.27956,9.65739
1.28257,9.67783
1.28557,9.69827
1.28858,9.71869
1.29158,9.73909
1.29459,9.75949
1.29760,9.77987
1.30060,9.80024
1.30361,9.82059
1.30661,9.84093
1.30962,9.86125
1.31263,9.88155
1.31563,9.90184
1.31864,9.92212
1.32164,9.94237
1.32465,9.96261
1.32766,9.98283
1.33066,10.00303
1.33367,10.02322
1.33667,10.04339
1.33968,10.06353
1.34269,10.08366
1.34569,10.10377
1.34870,10.12385
1.35170,10.14392
1.35471,10.16397
1.35772,10.18399
1.36072,10.20400
1.36373,10.22398
1.36673,10.24394
1.36974,10.26387
1.37275,10.28379
1.37575,10.30368
1.37876,10.32354
1.38176,10.34338
1.38477,10.36320
1.38778,10.38300
1.39078,10.40277
1.39379,10.42251
1.39679,10.44223
1.39980,10.46192
1.40281,10.48159
1.40581,10.50123
1.40882,10.52084
1.41182,10.54042
1.41483,10.55998
1.41784,10.57951
1.42084,10.59902
1.42385,10.61849
1.42685,10.63794
1.42986,10.65736
1.43287,10.67674
1.43587,10.69610
1.43888,10.71543
1.44188,10.73473
1.44489,10.75400
1.44790,10.77324
1.45090,10.79244
1.45391,10.81162
1.45691,10.83076
1.45992,10.84988
1.46293,10.86896
1.46593,10.88801
1.46894,10.90702
1.47194,10.92601
1.47495,10.94496
1.47796,10.96387
1.48096,10.98276
1.48397,11.00161
1.48697,11.02042
1.48998,11.03920
1.49299,11.05795
1.49599,11.07666
1.49900,11.09534
1.50200,11.11398
1.50501,11.13259
1.50802,11.15116
1.51102,11.16970
1.51403,11.18820
1.51703,11.20667
1.52004,11.22510
1.52305,11.24349
1.52605,11.26185
1.52906,11.28018
1.53206,11.29847
1.53507,11.31672
1.53808,11.33494
1.54108,11.35313
1.54409,11.37128
1.54709,11.38939
1.55010,11.40747
1.55311,11.42552
1.55611,11.44353
1.55912,11.46150
1.56212,11.47944
1.56513,11.49735
1.56814,11.51522
1.57114,11.53306
1.57415,11.55086
1.57715,11.56862
1.58016,11.58636
1.58317,11.60405
1.58617,11.62171
1.58918,11.63934
1.59218,11.65693
1.59519,11.67449
1.59820,11.69202
1.60120,11.70951
1.60421,11.72696
1.60721,11.74438
1.61022,11.76177
1.61323,11.77912
1.61623,11.79643
1.61924,11.81371
1.62224,11.83096
1.62525,11.84818
1.62826,11.86536
1.63126,11.88250
1.63427,11.89961
1.63727,11.91669
1.64028,11.93373
1.64329,11.95074
1.64629,11.96771
1.64930,11.98465
1.65230,12.00155
1.65531,12.01842
1.65832,12.03526
1.66132,12.05206
1.66433,12.06883
1.66733,12.08556
1.67034,12.10226
1.67335,12.11893
1.67635,12.13556
1.67936,12.15216
1.68236,12.16872
1.68537,12.18525
1.68838,12.20175
1.69138,12.21821
1.69439,12.23464
1.69739,12.25103
1.70040,12.26739
1.70341,12.28372
1.70641,12.30001
1.70942,12.31627
1.71242,12.33249
1.71543,12.34868
1.71844,12.36484
1.72144,12.38096
1.72445,12.39705
1.72745,12.41310
1.73046,12.42912
1.73347,12.44511
1.73647,12.46106
1.73948,12.47698
1.74248,12.49287
1.74549,12.50872
1.74850,12.52454
1.75150,12.54032
1.75451,12.55607
1.75752,12.57179
1.76052,12.58747
1.76353,12.60312
1.76653,12.61873
1.76954,12.63432
1.77255,12.64986
1.77555,12.66538
1.77856,12.68086
1.78156,12.69631
1.78457,12.71172
1.78758,12.72710
1.79058,12.74245
1.79359,12.75776
1.79659,12.77304
1.79960,12.78828
1.80261,12.80349
1.80561,12.81867
1.80862,12.83381
1.81162,12.84893
1.81463,12.86400
1.81764,12.87905
1.82064,12.89406
1.82365,12.90903
1.82665,12.92397
1.82966,12.93888
1.83267,12.95376
1.83567,12.96860
1.83868,12.98341
1.84168,12.99818
1.84469,13.01292
1.84770,13.02763
1.85070,13.04231
1.85371,13.05695
1.85671,13.07155
1.85972,13.08613
1.86273,13.10067
1.86573,13.11517
1.86874,13.12965
1.87174,13.14408
1.87475,13.15849
1.87776,13.17286
1.88076,13.18720
1.88377,13.20151
1.88677,13.21578
1.88978,13.23002
1.89279,13.24422
1.89579,13.25839
1.89880,13.27253
1.90180,13.28663
1.90481,13.30070
1.90782,13.31474
1.91082,13.32874
1.91383,13.34271
1.91683,13.35665
1.91984,13.37055
1.92285,13.38442
1.92585,13.39826
1.92886,13.41206
1.93186,13.42583
1.93487,13.43956
1.93788,13.45326
1.94088,13.46693
1.94389,13.48057
1.94689,13.49417
1.94990,13.50773
1.95291,13.52127
1.95591,13.53477
1.95892,13.54824
1.96192,13.56167
1.96493,13.57507
1.96794,13.58844
1.97094,13.60177
1.97395,13.61507
1.97695,13.62833
1.97996,13.64156
1.98297,13.65476
1.98597,13.66793
1.98898,13.68106
1.99198,13.69416
1.99499,13.70722
1.99800,13.72025
2.00100,13.73325
2.00401,13.74621
2.00701,13.75914
2.01002,13.77204
2.01303,13.78490
2.01603,13.79773
2.01904,13.81052
2.02204,13.82329
2.02505,13.83601
2.02806,13.84871
2.03106,13.86137
2.03407,13.87400
2.03707,13.88659
2.04008,13.89915
2.04309,13.91168
2.04609,13.92417
2.04910,13.93663
2.05210,13.94905
2.05511,13.96144
2.05812,13.97380
2.06112,13.98613
2.06413,13.99842
2.06713,14.01067
2.07014,14.02290
2.07315,14.03509
2.07615,14.04724
2.07916,14.05936
2.08216,14.07145
2.08517,14.08351
2.08818,14.09553
2.09118,14.10752
2.09419,14.11947
2.09719,14.13139
2.10020,14.14327
2.10321,14.15513
2.10621,14.16694
2.10922,14.17873
2.11222,14.19048
2.11523,14.20220
2.11824,14.21388
2.12124,14.22553
2.12425,14.23714
2.12725,14.24873
2.13026,14.26027
2.13327,14.27179
2.13627,14.28327
2.13928,14.29471
2.14228,14.30613
2.14529,14.31750
2.14830,14.32885
2.15130,14.34016
2.15431,14.35144
2.15731,14.36268
2.16032,14.37389
2.16333,14.38506
2.16633,14.39620
2.16934,14.40731
2.17234,14.41838
2.17535,14.42942
2.17836,14.44043
2.18136,14.45140
2.18437,14.46234
2.18737,14.47324
2.19038,14.48411
2.19339,14.49494
2.19639,14.50574
2.19940,14.51651
2.20240,14.52724
2.20541,14.53794
2.20842,14.54861
2.21142,14.55924
2.21443,14.56983
2.21743,14.58040
2.22044,14.59092
2.22345,14.60142
2.22645,14.61188
2.22946,14.62231
2.23246,14.63270
2.23547,14.64305
2.23848,14.65338
2.24148,14.66367
2.24449,14.67392
2.24749,14.68414
2.25050,14.69433
2.25351,14.70448
2.25651,14.71460
2.25952,14.72468
2.26253,14.73473
2.26553,14.74475
2.26854,14.75473
2.27154,14.76468
2.27455,14.77459
2.27756,14.78447
2.28056,14.79431
2.28357,14.80412
2.28657,14.81390
2.28958,14.82364
2.29259,14.83335
2.29559,14.84302
2.29860,14.85266
2.30160,14.86226
2.30461,14.87183
2.30762,14.88136
2.31062,14.89086
2.31363,14.90033
2.31663,14.90976
2.31964,14.91916
2.32265,14.92852
2.32565,14.93785
2.32866,14.94714
2.33166,14.95640
2.33467,14.96562
2.33768,14.97481
2.34068,14.98397
2.34369,14.99309
2.34669,15.00217
2.34970,15.01123
2.35271,15.02024
2.35571,15.02923
2.35872,15.03817
2.36172,15.04709
2.36473,15.05597
2.36774,15.06481
2.37074,15.07362
2.37375,15.08239
2.37675,15.09113
2.37976,15.09984
2.38277,15.10851
2.38577,15.11714
2.38878,15.12575
2.39178,15.13431
2.39479,15.14284
2.39780,15.15134
2.40080,15.15980
2.40381,15.16823
2.40681,15.17662
2.40982,15.18498
2.41283,15.19330
2.41583,15.20159
2.41884,15.20984
2.42184,15.21806
2.42485,15.22625
2.42786,15.23439
2.43086,15.24251
2.43387,15.25059
2.43687,15.25863
2.43988,15.26664
2.44289,15.27461
2.44589,15.28255
2.44890,15.29046
2.45190,15.29833
2.45491,15.30616
2.45792,15.31396
2.46092,15.32172
2.46393,15.32943
2.46693,15.33709
2.46994,15.34469
2.47295,15.35218
2.47595,15.35953
2.47896,15.36666
2.48196,15.37347
2.48497,15.37981
2.48798,15.38552
2.49098,15.39039
2.49399,15.39424
2.49699,15.39688
2.50000,15.39817
